NETPROFIT,FIRSTNOTICEDATE,INTEXP,INVESTINCOME,SURRENDERPREMIUM,TOTALOPERATEREVE,DILUTEDEPS,NONOPERATEREVE,NETCONTACTRESERVE,EXCHANGEINCOME,NONOPERATEEXP,PARENTOTHERCINCOME,COMMEXP,PREMIUMEARNED,SUMPROFIT,MINORITYCINCOME,COMBINEDNETPROFITB,INCOMETAX,MINORITYINCOME,TOTALOPERATEEXPOTHER,PARENTNETPROFIT,OTHERREVE,SALEEXP,BASICEPS,STARTDATE,PARENTCINCOME,POLICYDIVIEXP,SUMCINCOME,OTHEREXP,FVALUEINCOME,COMMREVE,FINANCEEXP,NETINDEMNITYEXP,OPERATEEXP,NONLASSETNETLOSS,INVESTJOINTINCOME,NETPROFITOTHER2,OPERATEREVE,OTHERCINCOME,TOTALOPERATEREVEOTHER,RDEXP,ASSETDEVALUELOSS,LATESTNOTICEDATE,OPERATETAX,OPERATEPROFIT,RIEXP,TOTALOPERATEEXP,INTREVE,MANAGEEXP,OPERATEPROFITBALANCE,MINORITYOTHERCINCOME,REPORTDATE,ENDDATE,MATURITYRECSALABLE,EFFECTIVECAFLHEDGING,INVESTEDCANTREC,OTHERCINCOMEOTHER,FVALUEOSALABLE,OTHERCINCOMEREC,CANTRECOTHER,INVESTEDREC,OTHERCINCOMECANTREC,RECOTHER,REMEDEFINEDBENEFIT,DIFFCONVERSIONFC,SUMCINCOMEOTHER,TERMINATIONONPROFIT,MIOTHERINCOME,CONTINUOUSONPROFIT,ADISPOSALINCOME,OFWINTREVE,CREDRISKFVALUE,OTHCREDINVCRED,OTHCREDINVFVALUE,OFWINTEXP,NETEXHEDGINCOME,CREDDEVALUELOSS,OTHEREQUITYINVFVALUE,FASSETRECOTHER,CURRENCY,COMPANYCODE,COMBINETYPE,REPORTTIMETYPE,REPORTSOURCETYPE,ACF_END_INCOME,CREDIT_IMPAIRMENT_INCOME,ASSET_IMPAIRMENT_INCOME
281086790.1,2020-4-28,,29829254.85,,1260272468,0.7,2677370.9,,,407446.85,,,,325982595.8,1615705.12,,44895805.72,1615705.12,,279471085,,213496004.7,0.7,2019-1-1,279471085,,281086790.1,,5782256.47,,-1612827.09,,636224369.5,,,,1260272468,,,52895381.26,,2020-4-28,10520315.17,323712671.8,,967294450.5,,55771206.89,0,,2019-12-31,2019-12-31,,,,,,,,,,,,,,,2920775.43,281086790.1,-406901.3,1760991.42,,,,,,,,,CNY,10578325,合并,年度报告,年度报告,,-1687151.66,-5703579.92
247465144.5,2020-4-28,,38010226.47,,2903737031,2.43,9106120.85,,,2719852.17,3647689.17,,,286555527.7,4074426.47,,39090383.11,4070188.48,,243394956.1,,195226887.9,2.43,2019-1-1,247042645.2,,251117071.7,,6854058.96,,-6575961.08,,2178558276,,7467434.12,,2903737031,3651927.16,,109214652,,2020-4-28,14648090.57,280169259,,2654263460,,163191514.5,0,4237.99,2019-12-31,2019-12-31,,,,,,-1849041.61,,,5496730.78,,,-1849041.61,,,27444132.87,247465144.5,-642156.55,13503481.32,,,,10983581.47,,,5496730.78,,CNY,10181915,合并,年度报告,年度报告,-214606.17,-31957116.34,-9013457.68
55677786.19,2020-4-28,,14344043.87,,740963155.2,0.13,11325023.17,,,614229.51,,,,65932651.17,,,10254864.98,,,55677786.19,,202150504.4,0.13,2019-1-1,55677786.19,,55677786.19,,,,632147.54,,393621427.3,,,,740963155.2,,,29138014.27,,2020-4-28,7905132.08,55221857.51,,700665224.8,,67217999.22,0,,2019-12-31,2019-12-31,,,,,,,,,,,,,,,3820240.59,55677786.19,266.91,793629.09,,,,,,,,,CNY,10634463,合并,年度报告,年度报告,,-2727212.6,-513411.68
345934602.6,2020-4-28,,26913957.25,,4170611469,2.1896,6035666.15,,,177775.71,4655.93,,,416995921.4,2603111.98,,71061318.77,2603111.98,,343331490.6,,5079644.87,2.1896,2019-1-1,343336146.6,,345939258.5,,,,-10910119.81,,3714948352,,-79059.83,,4170611469,4655.93,,15937648.7,,2020-4-28,19040468.35,411138030.9,,3787610695,,43514701.16,0,,2019-12-31,2019-12-31,,,,,,4655.93,,,,,,4655.93,,,1676482.45,345934602.6,23210.04,6702315.99,,,,,,,,,CNY,10638740,合并,年度报告,年度报告,,-476392.1,
183234026.5,2020-4-28,,1784651.17,,2339629603,,70667.9,,,104140.01,-6292850.82,,,212231917.2,,,28997890.72,,,183234026.5,,18691695.13,1.61,2019-1-1,,,176941175.7,,614177.3,,10538053.44,,1963049597,,,,2339629603,-6292850.82,,8191347.96,,2020-4-28,13202837.99,212265389.3,,2091929091,,78255559.56,0,,2019-12-31,2019-12-31,,,,,,-6292850.82,,,,-6292850.82,,,,,2953332.57,,679312.94,345781.08,,,,6451334.31,,,,,CNY,10641579,合并,年度报告,招股意向书,,-40444599.75,-1021996.89
502237458.2,2020-4-28,,2950335,,5407112960,0.819,42313736.06,,,1608066.42,,,,583806844.4,,,81569386.21,,,502237458.2,,234429984.3,0.836,2019-1-1,502237458.2,,502237458.2,,-3584917.88,,224299092.9,,4711958634,,,,5407112960,,,5653432.83,,2020-4-28,4312673.91,543101174.8,,5366481472,,185827654.2,0,,2019-12-31,2019-12-31,,,,,,,,,,,,,,,552122729.7,502237458.2,-27898694.17,9617851.06,,,,217015361,,,,,CNY,10301650,合并,年度报告,年度报告,,-21119765.96,
121262131.6,2020-4-28,,-1974130.83,,5312194275,0.22,6638819.06,,,3178068.62,-2703379.85,,,144427407.9,557128.89,,23165276.38,557128.89,,120705002.7,,1231776010,0.22,2019-1-1,118001622.8,,118558751.7,,2770544.35,,4598554.26,,3278045801,,-1851330.83,,5312194275,-2703379.85,,277334497.4,,2020-4-28,36895129.52,140966657.5,,5157499965,,328849972.3,0,,2019-12-31,2019-12-31,,,,,,-2703379.85,,,,,,-2703379.85,,,17813884.64,121262131.6,-338454.59,11439447.81,,,,8506272.71,,,,,CNY,10500263,合并,年度报告,年度报告,,-577350.26,-31422145.92
42118012.93,2020-4-28,,1210394.01,,387097885.1,0.08,8951519.14,,,365648.14,,,,43558585.41,,,1440572.48,,,42118012.93,,1692096.96,0.08,2019-1-1,42118012.93,,42118012.93,,-3865681.61,,45907834.67,,213797362.7,,,,387097885.1,,,14090981.11,,2020-4-28,2508926.68,34972714.41,,365238486.8,,87241284.76,0,,2019-12-31,2019-12-31,,,,,,,,,,,,,,-283.38,40409185.5,42118296.31,-14132181.55,3376245.78,,,,48677346.79,,,,,CNY,10469376,合并,年度报告,年度报告,,-5823703.35,-4684696.84
104242514,2020-4-28,,3974694.44,,662674768.9,0.13,4309822.55,,,528650.54,-794.91,,,118559106.3,,,14316592.27,,,104242514,,15100073.26,0.13,2019-1-1,104241719.1,,104241719.1,,,,155459.2,,413041635,,,,662674768.9,-794.91,,27145537.52,,2020-4-28,3131949,114777934.3,,531835156.5,,73260502.54,0,,2019-12-31,2019-12-31,,,,,,-794.91,,,,,,-794.91,,,,104242514,,8112488.05,,,,9380893.17,,,,,CNY,10185663,合并,年度报告,年度报告,,82112.58,-20118485.19
338443907.4,2020-4-28,,31625540.33,,2010159217,1.6938,5408236.93,,,855873.23,,,,386465150.9,13237495.1,,48021243.54,13237495.1,,325206412.3,,103252882.9,1.6938,2019-1-1,325206412.3,,338443907.4,,,,-1720547.05,,1431547519,,,,2010159217,,,118073200.8,,2020-4-28,7924781.8,381912787.2,,1698859066,,39781228.64,0,,2019-12-31,2019-12-31,,,,,,,,,,,,,,,67776949.24,338443907.4,,4171516.98,,,,,,,,,CNY,10122523,合并,年度报告,年度报告,,-13184926.77,-15604926.61
320203219.5,2020-4-28,,24005564.69,,2207997729,0.56,14723389.22,,,808417.52,-16439634.54,,,378066190.8,-10690401.25,,57862971.24,-10396569.21,,330599788.8,,97845389.92,0.56,2019-1-1,314160154.2,,303469753,,18474715.88,,2727856.57,,1441758863,,23473938.86,,2207997729,-16733466.58,,89976487.97,,2020-4-28,8243294.86,364151219.1,,1773334880,,132782988.1,0,-293832.04,2019-12-31,2019-12-31,,,,,,-14950431.08,,-2104796.89,-1489203.46,,,-12845634.19,,,7870279.72,320203219.5,-1158342.34,31876486.65,,,,28853263.96,,,-1489203.46,,CNY,10685258,合并,年度报告,年度报告,,2396247.95,-122100096
297112012.7,2020-4-28,,7931244.6,,1484404013,,1095457.55,,,530552.38,407478.94,,,340052036.5,43260702.89,,42940023.79,43158833.16,,253953179.5,,,0.41,2019-1-1,254360658.4,,297621361.3,,517068.49,,114078126.6,,910082988.2,,-33100.18,,1484404013,509348.67,,9783746.35,,2020-4-28,13178062.62,339487131.3,,1132278309,,85155385.11,0,101869.73,2019-12-31,2019-12-31,,,,,,407478.94,,,,,,407478.94,,,45068944.65,297112012.7,39182.57,18719019.7,,,,132028609,,,,,CNY,10076242,合并,年度报告,年度报告,,-58247981.89,-7947031.21
139049415.4,2020-4-28,,24151022.44,,573041849.4,1.27,792638.27,,,8367.1,90924.94,,,160487928.5,,,21438513.05,,,139049415.4,,37274928.73,1.27,2019-1-1,139140340.4,,139140340.4,,-3410741.25,,-5435264.81,,332663337.8,,4095088.18,,573041849.4,90924.94,,45395586.62,,2020-4-28,6670721.79,159703657.3,,442164646.2,,25595336.06,0,,2019-12-31,2019-12-31,,,,,,90924.94,,,,,,90924.94,,,12392915.95,139049415.4,43473.96,1816305.25,,,,1082696.88,,,,,CNY,10303763,合并,年度报告,年度报告,,-2976755.57,-1373461.44
148278266.4,2020-4-28,,-4989832.28,,2144257350,0.95,2150001.2,,,2048295.97,4441.57,,,166480878.6,,,18202612.23,,,148278266.4,,63519950.82,0.95,2019-1-1,148282707.9,,148282707.9,,-5932468.81,,2810014.7,,1777521055,,,,2144257350,4441.57,,90452761.65,,2020-4-28,7298162.87,166379173.4,,1972722641,,31120696.17,0,,2019-12-31,2019-12-31,,,,,,4441.57,,,,,,4441.57,,,12302540.34,,-581037.69,4115997.41,,,,7338760.4,,,,,CNY,10400838,合并,年度报告,年度报告,,-2748692.95,-3206043.96
307406597.4,2020-4-28,,166997795.6,,11236347031,0.73,9970069.65,,,3059934.7,8348861.97,,,372738693.2,-1313863.03,,65332095.77,-1313863.03,,308720460.5,,319671010.2,0.72,2019-1-1,317069322.4,,315755459.4,,5301092.1,,109522909,,10041681339,,27175213.19,,11236347031,8348861.97,,396022892.2,,2020-4-28,35261833.31,365828558.3,,11006430997,,104271013.6,0,,2019-12-31,2019-12-31,,,,,,8348861.97,,,,,,8348861.97,,,13172394.8,307406597.4,-11237465.27,77307589.25,,,,213748776.2,,,,,CNY,10276885,合并,年度报告,年度报告,,-23062329.71,-15258963.17
119462257.7,2020-4-28,,6957594.51,,956557941.1,0.61,46324.92,,,330198.14,-237.44,,,137415818.9,2186405.36,,17953561.2,2186405.36,,117275852.4,,69704861.64,0.61,2019-1-1,117275614.9,,119462020.3,,138136.71,,1712832.78,,652420686.7,,,,956557941.1,-237.44,,42442132.96,,2020-4-28,4794089.73,137699692.1,,827500497.9,,56425894.13,0,,2019-12-31,2019-12-31,,,,,,-237.44,,,,,,-237.44,,,11335386.1,119462257.7,-645068.54,748765.54,,,,2176821.47,,,,,CNY,10697187,合并,年度报告,年度报告,,-5435442.05,-3708357.78
183273795.1,2020-4-28,,18283286.63,,740456071.7,1.84,19052643.1,,,380050.7,,,,214165725.5,184920.25,,30891930.38,184920.25,,183088874.9,,56283533.88,1.84,2019-1-1,183088874.9,,183273795.1,,-14519.76,,-6284126.12,,421346701.5,,1361678.28,,740456071.7,,,39693400.68,,2020-4-28,9964430.08,195493133.1,,583650761,,62646820.97,0,,2019-12-31,2019-12-31,,,,,,,,,,,,,,,26586771.77,183273795.1,852514.34,5805449.2,,,,780756.59,,,,,CNY,10315439,合并,年度报告,年度报告,1036966.32,1969326.96,-8989557.62
251445167.1,2020-4-28,,36627166.75,,5674953670,0.29,13516326.73,,,2799745.37,-88021085.86,,,268306329.9,7712537,,16861162.74,7712537,,243732630.1,,1250179295,0.29,2019-1-1,155711544.3,,163424081.3,,,,63876418.55,,3795876560,,34861793.99,,5674953670,-88021085.86,,27631938.4,,2020-4-28,30421673.35,257589748.5,,5487780156,,319794270.8,0,,2019-12-31,2019-12-31,,,,,,375654.45,,,-88396740.31,,,375654.45,,,65621840.47,,-22722027.19,4820744.82,,,,63814461.5,,,-88396740.31,,CNY,10671281,合并,年度报告,年度报告,,-8939262.15,-171484.04
107539346,2020-4-28,,6360600.12,,442284615.1,1.5005,3513122.3,,,267689.65,,,,124644433.4,,,17105087.38,,,107539346,,17387183.49,1.5005,2019-1-1,107539346,,107539346,,,,-11723856.95,,252316681.6,,,,442284615.1,,,17221360.94,,2020-4-28,2677279.14,121399000.8,,320892035.4,,43013387.19,0,,2019-12-31,2019-12-31,,,,,,,,,,,,,,,5704894.44,107539346,41054.52,11794516.6,,,,,,,,,CNY,10726860,合并,年度报告,年度报告,,-12100128.01,
324197983.6,2020-4-28,,12503250.69,,2352461805,0.7943,7546059.89,,,3934398.93,4480354.25,,,394155712.5,-1614476.43,,69957728.93,-1614476.43,,325812460,,130113929.2,0.7943,2019-1-1,330292814.3,,328678337.9,,328310.64,,28603189.7,,1555343233,,,,2352461805,4480354.25,,59712943.48,,2020-4-28,21036585.47,390544051.6,,2024513668,,229703787.6,0,,2019-12-31,2019-12-31,,,,,,4480354.25,,,,,,4480354.25,,,58951990.77,324197983.6,7803187.84,1233936.54,,,,37423699.32,,,,,CNY,10752852,合并,年度报告,年度报告,,-313641.43,-16677183.71
135574758.9,2020-4-28,,19265960.13,,369345614.1,1.17,2023020,,,125451.68,,,,161666942,-1450206.07,,26092183.14,-1450206.07,,137024965,,10222601,1.17,2019-1-1,137024965,,135574758.9,,,,-2973139.28,,94003007.98,,,,369345614.1,,,21237933.16,,2020-4-28,1447741.11,159769373.7,,181148596.5,,57210452.53,0,,2019-12-31,2019-12-31,,,,,,,,,,,,,,,1539902.96,135574758.9,,2990384.68,,,,,,,,,CNY,10578425,合并,年度报告,年度报告,,-20092629.7,-29140877.32
108827678.1,2020-4-28,,1000000,,2851876672,0.23,4477323.59,,,767849.64,,,,148854863.1,2098752.62,,40027185.01,2098752.62,,106728925.5,,16325700.69,0.23,2019-1-1,106728925.5,,108827678.1,,38666.74,,15867599.3,,2568852858,,,,2851876672,,,,,2020-4-28,5563113.32,145145389.2,,2679758331,,73149059.51,0,,2019-12-31,2019-12-31,,,,,,,,,,,,,,,96422.89,108827678.1,-387582.15,27230525.14,,,,37652201.62,,,,,CNY,10135161,合并,年度报告,年度报告,,-26653737.95,-1066721.29
271220242.9,2020-4-28,,7929503.45,,1649820362,0.74,5428983.29,,,1445185.34,11045394.36,,,310695510.1,3588794.98,,39475267.12,3588794.98,,267631448,,357019859.4,0.74,2019-1-1,278676842.3,,282265637.3,,,,-12548198.23,,840148312.1,,,,1649820362,11045394.36,,77038186.68,,2020-4-28,15893901.3,306711712.1,,1363514042,,85961980.76,0,,2019-12-31,2019-12-31,,,,,,,,,11045394.36,,,,,,17432735.39,271220242.9,1323353.85,12967085.54,,,,,,,11045394.36,,CNY,10738401,合并,年度报告,年度报告,,2225156.81,-8505357.93
349127331.1,2020-4-28,,20325080.82,,7714992861,0.95,3678896.17,,,1706912.86,,,,473370944.4,8773259.69,,124243613.4,8773259.69,,340354071.4,,1581254832,0.95,2019-1-1,340354071.4,,349127331.1,,,,-10326673.31,,5256336842,,,,7714992861,,,27362988.11,,2021-3-30,42374047.94,471398961.1,,7307891555,,410889518.2,0,,2019-12-31,2020-12-31,,,,,,,,,,,,,,,66161864.94,349127331.1,257021.27,21150667.35,,,,,,,,,CNY,10184095,合并,年度报告,年度报告,,-21990143.04,-456168.72
341303110.8,2020-4-28,,736613.52,,3594582013,3.01,10684041.72,,,16847440.77,,,,420011807.2,28512470.45,,78708696.48,28512470.45,,312790640.3,,21333969.41,3.01,2019-1-1,312790640.3,,341303110.8,,,,60649236.07,,2820077138,,736613.52,,3594582013,,,,,2021-3-30,16084241.35,426175206.3,,3173402653,,255258068.3,0,,2019-12-31,2020-12-31,,,,,,,,,,,,,,,25278755.2,341303110.8,1791421.68,1205167.21,,,,42372230.38,,,,,CNY,10522688,合并,年度报告,年度报告,,-22810943.5,
102437577.8,2020-4-28,,91027.4,,565979162,1.72,3814547.09,,,32953.18,,,,117766608.3,-940513.48,,15329030.57,-940513.48,,103378091.2,,38585636.96,1.72,2019-1-1,103378091.2,,102437577.8,,,,4348202.38,,361960672.3,,,,565979162,,,31794026.4,,2021-2-24,3120331.92,113985014.4,,454027890.9,,14219020.93,0,,2019-12-31,2020-12-31,,,,,,,,,,,,,,-940513.48,8968333.75,103378091.2,6506.26,669605.63,,,,4345585.46,,,,,CNY,10261652,合并,年度报告,年度报告,,-4946610.82,-2085513.25
20809066.38,2020-4-28,,,,1514917638,0.06,4055542.85,,,3960571.65,-145299.1,,,22541848.44,-381533.99,,1732782.06,-381533.99,,21190600.37,,157136161.7,0.06,2019-1-1,21045301.27,,20663767.28,,60000,,-28069563.75,,1074960829,,,,1514917638,-145299.1,,188074109.1,,2020-4-28,1754172.78,22446877.24,,1492587700,,98731991.42,0,,2019-12-31,2019-12-31,,,,,,-145299.1,,,,,,-145299.1,,,15780624.63,20809066.38,802412.05,29216755,,,,71389.57,,,,,CNY,10427288,合并,年度报告,年度报告,,-16526097.74,
157055312.6,2020-4-28,,-1984396.94,,2357733387,0.41,355555.26,,,268462.81,5686917.88,,,169123021.7,-986501.8,,12067709.16,-986501.8,,158041814.4,,63998631.02,0.41,2019-1-1,163728732.2,,162742230.4,,3927013.69,,-12649954.28,,1557792284,,-2984629.55,,2357733387,5686917.88,,461745366.7,,2020-4-28,3635782.81,169035929.3,,2165489413,,90967301.89,0,,2019-12-31,2019-12-31,,,,,,5686917.88,,,,,,5686917.88,,,12602943.79,157055312.6,,16067421.94,,,,,,,,,CNY,10000008002,合并,年度报告,年度报告,,935776.54,-38689382.05
210366613.3,2020-4-28,,-17137500.01,,564477015.8,0.55,21844486.84,,,720983.17,6078219.09,,,245138326.5,,,34771713.19,,,210366613.3,,98877501.43,0.55,2019-1-1,216444832.4,,216444832.4,,3057635.3,,-23431723.11,,37981900.89,,-25143126.73,,564477015.8,6078219.09,,196155671.1,,2020-4-28,3875967.9,224014822.9,,363369712.3,,49910394.14,0,,2019-12-31,2019-12-31,,,,,,6444688.8,,2850.51,-366469.71,,,6441838.29,,,38738224.66,210366613.3,-81019.17,23888051.7,,,,,,,-366469.71,,CNY,10000012089,合并,年度报告,年度报告,,-1669821.4,
233904964.3,2020-4-28,,-9519233.95,,1609241236,1.04,987367.92,,,352564.93,496310.79,,,268063016.9,-1797755.11,,34158052.58,-1797755.11,,235702719.4,,107322524.2,1.04,2019-1-1,236199030.2,,234401275.1,,,,29274733.23,,1003736867,,-9956535.67,,1609241236,496310.79,,72073277.36,,2020-5-8,21777808.21,267428213.9,,1357133521,,122948311.3,0,,2019-12-31,2019-12-31,,,,,,496310.79,,,,,,496310.79,,,26487951.82,233904964.3,-6976.66,1675384.68,,,,32137921.08,,,,,CNY,10918240,合并,年度报告,招股说明书,,-1312881.08,-328360.67
66702000000,2020-4-29,1.66689E+11,24992000000,,1.81308E+11,3.1,368000000,,851000000,131000000,265000000,3955000000,,74503000000,839000000,,7801000000,834000000,8000000,65868000000,775000000,,3.1,2019-1-1,66133000000,,66972000000,633000000,1622000000,53634000000,,,,,205000000,,1.81308E+11,270000000,,,,2020-4-29,1756000000,74266000000,,1.07042E+11,2.69677E+11,46557000000,,5000000,2019-12-31,2019-12-31,,,,,,-99000000,,4000000,364000000,,363000000,7000000,,,363000000,66702000000,38000000,,,666000000,-776000000,,,58088000000,1000000,,CNY,10008226,合并,年度报告,年度报告,393000000,,
14212504.07,2020-4-29,,,,2708096161,0.06,168078.51,,,10985114.55,,,,24137269.65,266278.13,,9924765.58,266278.13,,13946225.94,,136437749.3,0.06,2019-1-1,13946225.94,,14212504.07,,,,105261025.6,,2232938097,,,,2708096161,,,88843170.81,,2020-4-29,1721602,34954305.69,,2611872815,,46671170.36,0,,2019-12-31,2019-12-31,,,,,,,,,,,,,,,12484019,14212504.07,214940.02,8589517.35,,,,110834324.1,,,,,CNY,10002423,合并,年度报告,年度报告,,-60327837.4,-13640162.3
1805233.92,2020-4-29,,34234786.35,,733633958.2,0.009,2477850.52,,,543542.05,,,,1388559.16,-3020731.63,,-416674.76,-3020731.63,,4825965.55,,34283233.35,0.009,2019-1-1,4825965.55,,1805233.92,,3467136.22,,27195061.77,,635696487.3,,-903526.68,,733633958.2,,,14074907.46,,2020-4-29,8649297.88,-545749.31,,772986454.4,,53087466.67,0,,2019-12-31,2019-12-31,,,,,,,,,,,,,,-530736.66,2515977.33,2335970.58,-816859.41,1966808.49,,,,28857611.1,,,,,CNY,10005811,合并,年度报告,年度报告,,-2316431.29,1722137.75
139260423.7,2020-4-29,,-9832712.73,,4518311135,0.1263,3826230.95,,,1501110.06,,,,150442933.6,42750158.06,,11182509.84,42750158.06,,96510265.68,,91333314,0.1263,2019-1-1,96510265.68,,139260423.7,,46000,,105721670.8,,3861840656,,,,4518311135,,,194649004.2,,2020-4-29,24495676.7,148117812.7,,4395880454,,117840131.6,0,,2019-12-31,2019-12-31,,,,,,,,,,,,,,,109122775.7,139260423.7,-39459.92,7223735.67,,,,106705736.2,,,,,CNY,10002622,合并,年度报告,年度报告,,-29994109.45,-43615362.82
335703003,2020-4-29,,60661606.33,,1774968110,0.1519,7964975.26,,,233033.59,,,,387772762.8,-1218027.22,,52069759.85,-1218027.22,,336921030.2,,834615888.2,0.1519,2019-1-1,336921030.2,,335703003,,,,-864882.43,,332676965.5,,-84764.46,,1774968110,,,118569038.9,,2020-4-29,15210081.89,380040821.1,,1439860080,,139652988.1,0,,2019-12-31,2019-12-31,,,,,,,,,,,,,,,20818355.57,335703003,-9626.28,6293446.09,,,,,,,,,CNY,10005711,合并,年度报告,年度报告,,3027425.36,-39564969.31
15373371.79,2020-4-29,,2927238.52,,5176808061,0.01,5839570.03,,,4616818.11,,,,52084519.83,-489458.56,,36711148.04,-489458.56,,15862830.35,,242510086.1,0.01,2019-1-1,15862830.35,,15373371.79,,54140289.22,,73329343.32,,4461955439,,2566125.02,,5176808061,,,122746330.2,,2020-4-29,42118479.57,50861767.91,,5142270505,,199610826.6,0,,2019-12-31,2019-12-31,,,,,,,,,,,,,,,36845105.51,15373371.79,24772818.3,9876059.73,,,,80477729.36,,,,,CNY,10007163,合并,年度报告,年度报告,,-97901639.71,-4459600.47
13469014497,2020-4-29,178671978.4,3699885488,,2.92057E+11,0.56,213090684.8,,,733643274.2,112929900.1,5657573.75,,14994048280,1061251242,,1525033783,1045784245,,12423230252,,3381375029,0.56,2019-1-1,12536160152,,13597411394,,256867677.4,14403500.64,2460430172,,2.59871E+11,,1301126402,,2.91594E+11,128396896.5,,8864001973,,2020-4-29,1266479564,15514600869,,2.81609E+11,449080575.3,5581776797,0,15466996.42,2019-12-31,2019-12-31,,,,,,63146341.57,,33185342.63,49783558.51,,-20406098.56,29097161.01,,,573600636.4,13469014497,255306307,233399865.9,,,863837.93,2437636362,,,70189657.07,,CNY,10002266,合并,年度报告,年度报告,56287.56,-42451323.78,323418383.2
581910541.2,2020-4-29,,122207580.4,,2758605341,0.4181,5649656.31,,,3756430.66,,,,594148954.3,,,12238413.11,,,581910541.2,,148696541.4,0.4181,2019-1-1,581910541.2,,581910541.2,,93708325.04,,-149877208,,2157321384,,5972475.94,,2758605341,,,52506879.63,,2020-4-29,20304665.19,592255728.7,,2346281149,,117328887.1,0,,2019-12-31,2019-12-31,,,,,,,,,,,,,,,12481553.78,581910541.2,-3039173.07,152485486.4,,,,2063039.51,,,,,CNY,10002272,合并,年度报告,年度报告,,-44028430.89,-1398318.35
165023275.5,2020-4-29,,16866187.56,,982372019.2,0.31,4209180.85,,,1905042.92,-485350,,,191156629.9,-3861093.76,,26133354.41,-3861093.76,,168884369.3,,145361310,0.31,2019-1-1,168399019.3,,164537925.5,,2051938.21,,-21049782.13,,521895142.7,,243131.18,,982372019.2,-485350,,70187780.97,,2020-4-29,13807056.88,188852492,,800506317.8,,70304809.47,0,,2019-12-31,2019-12-31,,,,,,,,,-485350,,-485350,,,,41317902.98,165023275.5,-192231.91,21664534.94,,,,772344.86,,,,,CNY,10002279,合并,年度报告,年度报告,,-49503892.74,-3553113.49
14782898.92,2020-4-29,,10687128.56,,248314310.5,0.0133,1984598.56,,,275.71,,,,14817165.38,-136471.61,,34266.46,-136471.61,,14919370.53,,65939505.55,0.0133,2019-1-1,14919370.53,,14782898.92,,-4931653.52,,-207645.72,,113596040,,,,248314310.5,,,672964.27,,2020-4-29,18604551.98,12832842.53,,247667448.3,,49062032.22,0,,2019-12-31,2019-12-31,,,,,,,,,,,,,,,3870520.75,14782898.92,580696.65,5764760.38,,,,5450308.32,,,,,CNY,10002308,合并,年度报告,年度报告,,1979287.9,
293145018.8,2020-4-29,,-1748462.14,,2157052001,0.512,3098444.54,,,3261192.86,-24041407.78,,,341283942.9,-1582494.18,,48138924.05,-1291935.53,,294436954.4,,1096874593,0.512,2019-1-1,270395546.6,,268813052.4,,-8246492.21,,-2104471.74,,489927290.1,,-5732741.77,,2157052001,-24331966.43,,78671381.5,,2020-4-29,34337881.74,341446691.2,,1821377043,,123670368.4,0,-290558.65,2019-12-31,2019-12-31,,,,,,185573.58,,,-24226981.36,,,185573.58,,,21765283.83,293145018.8,-231438.12,12360780.14,,,,9964756.69,,,-24226981.36,,CNY,10002482,合并,年度报告,年度报告,,-1333266.31,-4433891.74
921028883.4,2020-4-29,19704693.96,17696314.24,,9005157047,0.77,25359369.43,,607266.94,101901506.7,825270.44,82170.44,,1251081892,45807687.35,,330053008.3,45807687.35,,875221196.1,,271146640.3,0.77,2019-1-1,876046466.5,,921854153.9,,-5997.5,,278779224.4,,6353838385,,20498886.03,,8940850712,825270.44,,7028428.22,,2020-4-29,420880720.1,1327624029,,7774778408,64306334.16,423318145.9,0,,2019-12-31,2019-12-31,,,,,,504988.86,,15830.16,320281.58,,,489158.7,,,51098251.38,921028883.4,4805710.11,8419866.2,,,,292265810.2,,,320281.58,,CNY,10003958,合并,年度报告,年度报告,,25402200.82,-2358355.51
921028883.4,2020-4-29,19704693.96,17696314.24,,9005157047,0.77,25359369.43,,607266.94,101901506.7,825270.44,82170.44,,1251081892,45807687.35,,330053008.3,45807687.35,,875221196.1,,271146640.3,0.77,2019-1-1,876046466.5,,921854153.9,,-5997.5,,278779224.4,,6353838385,,20498886.03,,8940850712,825270.44,,7028428.22,,2020-4-29,420880720.1,1327624029,,7774778408,64306334.16,423318145.9,0,,2019-12-31,2019-12-31,,,,,,504988.86,,15830.16,320281.58,,,489158.7,,,51098251.38,921028883.4,4805710.11,8419866.2,,,,292265810.2,,,320281.58,,CNY,10003958,合并,年度报告,年度报告,,25402200.82,-2358355.51
2879853642,2020-4-29,,-41859276.09,,13281729839,0.38,53901444.35,,,8290958,,,,3951156066,539686377.6,,1071302424,539686377.6,,2340167264,,187947219.3,0.38,2019-1-1,2340167264,,2879853642,,68625331.22,,243723931.5,,6027870893,,-49881206.64,,13281729839,,,,,2021-3-25,2369727004,3905545580,,9296233973,,466964925.2,0,,2019-12-31,2020-12-31,,,,,,,,,,,,,,,7431196.67,2879853642,311183.51,420159627.4,,,,662582478.8,,,,,CNY,10003985,合并,年度报告,年度报告,,8241278.24,-122700000
